INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,HEADING,NSAT (USED/VIEW),DISTANCE,
408,T,2008/01/27,14:47:26.000,SPS,57.704046,N,11.971775,E,47.728 m,4.991 km/h,103.548470,8(10),      7.41 m,
409,T,2008/01/27,14:47:31.000,SPS,57.704030,N,11.971917,E,50.447 m,4.795 km/h,110.262627,8(10),      9.12 m,
410,T,2008/01/27,14:47:36.000,SPS,57.704067,N,11.972014,E,50.488 m,6.293 km/h,110.262627,8(10),      7.09 m,
411,T,2008/01/27,14:47:41.000,SPS,57.704103,N,11.972134,E,51.565 m,4.881 km/h,110.262627,8(10),      8.26 m,
412,T,2008/01/27,14:47:46.000,SPS,57.704207,N,11.972209,E,45.682 m,4.360 km/h,110.262627,8(10),     13.78 m,
413,T,2008/01/27,14:47:51.000,SPS,57.704288,N,11.972271,E,41.205 m,5.089 km/h,110.262627,8(10),     10.74 m,
414,T,2008/01/27,14:47:56.000,SPS,57.704330,N,11.972347,E,41.815 m,4.597 km/h,110.262627,8(11),      6.56 m,
415,T,2008/01/27,14:48:01.000,SPS,57.704373,N,11.972406,E,42.905 m,5.756 km/h,110.262627,8(10),      5.98 m,
416,T,2008/01/27,14:48:06.000,SPS,57.704441,N,11.972453,E,42.048 m,6.233 km/h,110.262627,8(10),      8.18 m,
417,T,2008/01/27,14:48:11.000,SPS,57.704514,N,11.972459,E,40.197 m,4.767 km/h,110.262627,7(10),      8.29 m,
418,T,2008/01/27,14:48:16.000,SPS,57.704577,N,11.972472,E,37.296 m,4.874 km/h,110.262627,7(11),      7.71 m,
419,T,2008/01/27,14:48:21.000,SPS,57.704643,N,11.972509,E,34.942 m,4.365 km/h,110.262627,7(10),      8.02 m,
420,T,2008/01/27,14:48:26.000,SPS,57.704711,N,11.972519,E,31.462 m,5.425 km/h,110.262627,7(10),      8.32 m,
421,T,2008/01/27,14:48:31.000,SPS,57.704789,N,11.972508,E,29.879 m,6.224 km/h,110.262627,8(10),      8.84 m,
422,T,2008/01/27,14:48:36.000,SPS,57.704843,N,11.972505,E,28.687 m,3.555 km/h,110.262627,7(10),      6.15 m,
423,T,2008/01/27,14:48:41.000,SPS,57.704922,N,11.972433,E,28.146 m,4.555 km/h,110.262627,8(10),      9.83 m,
424,T,2008/01/27,14:48:46.000,SPS,57.705012,N,11.972304,E,30.671 m,6.612 km/h,110.262627,8(10),     12.83 m,
425,T,2008/01/27,14:48:51.000,SPS,57.705060,N,11.972348,E,32.308 m,4.719 km/h,110.262627,7(10),      6.27 m,
426,T,2008/01/27,14:48:56.000,SPS,57.705128,N,11.972349,E,32.629 m,5.842 km/h,110.262627,8(10),      7.55 m,
427,T,2008/01/27,14:49:01.000,SPS,57.705203,N,11.972322,E,33.369 m,6.157 km/h,110.262627,8(10),      8.52 m,
428,T,2008/01/27,14:49:06.000,SPS,57.705254,N,11.972357,E,34.297 m,3.953 km/h,110.262627,8(10),      6.10 m,
429,T,2008/01/27,14:49:11.000,SPS,57.705307,N,11.972390,E,35.706 m,4.478 km/h,110.262627,8(10),      6.44 m,
430,T,2008/01/27,14:49:16.000,SPS,57.705365,N,11.972434,E,37.491 m,4.326 km/h,110.262627,8(11),      7.15 m,
431,T,2008/01/27,14:49:21.000,SPS,57.705435,N,11.972468,E,37.541 m,5.638 km/h,110.262627,7(10),      8.02 m,
432,T,2008/01/27,14:49:26.000,SPS,57.705496,N,11.972519,E,38.153 m,4.778 km/h,110.262627,7(10),      7.47 m,
433,T,2008/01/27,14:49:31.000,SPS,57.705556,N,11.972560,E,38.474 m,4.344 km/h,110.262627,8(10),      7.13 m,
434,T,2008/01/27,14:49:36.000,SPS,57.705625,N,11.972578,E,38.569 m,5.770 km/h,110.262627,8(10),      7.79 m,
435,T,2008/01/27,14:49:41.000,SPS,57.705683,N,11.972639,E,38.217 m,5.384 km/h,110.262627,8(10),      7.37 m,
436,T,2008/01/27,14:49:46.000,SPS,57.705730,N,11.972712,E,38.042 m,4.277 km/h,110.262627,7(10),      6.82 m,
437,T,2008/01/27,14:49:51.000,SPS,57.705797,N,11.972769,E,37.052 m,4.925 km/h,110.262627,7(10),      8.27 m,
438,T,2008/01/27,14:49:56.000,SPS,57.705858,N,11.972806,E,36.223 m,6.551 km/h,110.262627,8(10),      7.21 m,
439,T,2008/01/27,14:50:01.000,SPS,57.705898,N,11.972898,E,35.863 m,3.660 km/h,110.262627,10(10),      7.09 m,
440,T,2008/01/27,14:50:06.000,SPS,57.705933,N,11.972997,E,37.348 m,4.766 km/h,110.262627,8(10),      7.19 m,
441,T,2008/01/27,14:50:11.000,SPS,57.705968,N,11.973097,E,39.429 m,5.517 km/h,110.262627,8(10),      7.46 m,
442,T,2008/01/27,14:50:16.000,SPS,57.706018,N,11.973184,E,38.590 m,4.015 km/h,110.262627,8(11),      7.64 m,
443,T,2008/01/27,14:50:21.000,SPS,57.706065,N,11.973269,E,38.579 m,4.948 km/h,110.262627,8(10),      7.21 m,
444,T,2008/01/27,14:50:26.000,SPS,57.706064,N,11.973371,E,41.595 m,4.483 km/h,110.262627,8(10),      6.80 m,
445,T,2008/01/27,14:50:31.000,SPS,57.706097,N,11.973470,E,43.935 m,6.416 km/h,110.262627,8(10),      7.30 m,
446,T,2008/01/27,14:50:36.000,SPS,57.706130,N,11.973579,E,46.569 m,5.292 km/h,110.262627,7(10),      7.90 m,
447,T,2008/01/27,14:50:41.000,SPS,57.706154,N,11.973707,E,47.494 m,4.928 km/h,110.262627,7(10),      8.18 m,
448,T,2008/01/27,14:50:46.000,SPS,57.706197,N,11.973811,E,48.136 m,5.145 km/h,110.262627,8(10),      7.88 m,
449,T,2008/01/27,14:50:51.000,SPS,57.706239,N,11.973920,E,48.331 m,5.018 km/h,110.262627,7(10),      7.98 m,
450,T,2008/01/27,14:50:56.000,SPS,57.706289,N,11.974031,E,47.542 m,4.549 km/h,110.262627,8(11),      8.67 m,
451,T,2008/01/27,14:51:01.000,SPS,57.706375,N,11.974093,E,44.780 m,5.397 km/h,110.262627,8(10),     10.64 m,
452,T,2008/01/27,14:51:06.000,SPS,57.706427,N,11.974187,E,43.078 m,5.529 km/h,110.262627,7(10),      8.22 m,
453,T,2008/01/27,14:51:11.000,SPS,57.706508,N,11.974208,E,39.633 m,4.697 km/h,110.262627,7(10),      9.77 m,
454,T,2008/01/27,14:51:16.000,SPS,57.706592,N,11.974215,E,36.936 m,5.887 km/h,110.262627,7(10),      9.82 m,
455,T,2008/01/27,14:51:21.000,SPS,57.706672,N,11.974199,E,34.277 m,4.810 km/h,110.262627,7(10),      9.34 m,
456,T,2008/01/27,14:51:26.000,SPS,57.706728,N,11.974145,E,31.133 m,4.537 km/h,110.262627,8(10),      7.66 m,
457,T,2008/01/27,14:51:31.000,SPS,57.706804,N,11.974123,E,31.994 m,5.289 km/h,110.262627,8(11),      8.58 m,
458,T,2008/01/27,14:51:36.000,SPS,57.706868,N,11.974119,E,31.122 m,7.407 km/h,350.169159,7(10),      7.24 m,
459,T,2008/01/27,14:51:41.000,SPS,57.706938,N,11.974093,E,31.006 m,6.632 km/h,351.339142,7(10),      7.94 m,
460,T,2008/01/27,14:51:46.000,SPS,57.707009,N,11.974071,E,31.925 m,4.432 km/h,348.956848,7(10),      8.03 m,
461,T,2008/01/27,14:51:51.000,SPS,57.707066,N,11.974043,E,32.376 m,3.681 km/h,348.956848,7(10),      6.55 m,
462,T,2008/01/27,14:51:56.000,SPS,57.707099,N,11.974033,E,32.349 m,5.761 km/h,348.956848,7(10),      3.78 m,
463,T,2008/01/27,14:52:01.000,SPS,57.707190,N,11.974034,E,31.483 m,6.212 km/h,348.956848,7(10),     10.13 m,
464,T,2008/01/27,14:52:06.000,SPS,57.707236,N,11.974080,E,34.507 m,3.521 km/h,348.956848,8(11),      6.54 m,
465,T,2008/01/27,14:52:11.000,SPS,57.707303,N,11.974126,E,36.687 m,5.733 km/h,348.956848,8(10),      8.31 m,
466,T,2008/01/27,14:52:16.000,SPS,57.707354,N,11.974068,E,35.163 m,5.569 km/h,348.956848,8(10),      6.81 m,
467,T,2008/01/27,14:52:21.000,SPS,57.707403,N,11.974006,E,36.492 m,4.982 km/h,348.956848,8(10),      6.69 m,
468,T,2008/01/27,14:52:26.000,SPS,57.707466,N,11.973938,E,36.348 m,6.117 km/h,348.956848,8(10),      8.08 m,
469,T,2008/01/27,14:52:31.000,SPS,57.707508,N,11.973871,E,35.798 m,3.205 km/h,348.956848,8(10),      6.21 m,
470,T,2008/01/27,14:52:36.000,SPS,57.707566,N,11.973811,E,35.214 m,5.114 km/h,348.930817,8(10),      7.37 m,
471,T,2008/01/27,14:52:41.000,SPS,57.707633,N,11.973760,E,35.049 m,5.096 km/h,348.930817,8(10),      8.12 m,
472,T,2008/01/27,14:52:46.000,SPS,57.707654,N,11.973644,E,34.685 m,5.321 km/h,348.930817,8(10),      7.29 m,
473,T,2008/01/27,14:52:51.000,SPS,57.707663,N,11.973519,E,33.835 m,5.624 km/h,348.930817,8(10),      7.57 m,
474,T,2008/01/27,14:52:56.000,SPS,57.707672,N,11.973407,E,33.943 m,4.579 km/h,348.930817,8(10),      6.78 m,
475,T,2008/01/27,14:53:01.000,SPS,57.707657,N,11.973287,E,33.896 m,4.034 km/h,348.930817,8(10),      7.33 m,
476,T,2008/01/27,14:53:06.000,SPS,57.707661,N,11.973211,E,32.793 m,0.167 km/h,348.930817,8(11),      4.70 m,
477,T,2008/01/27,14:53:11.000,SPS,57.707662,N,11.973210,E,32.801 m,0.839 km/h,348.930817,8(10),      0.03 m,
478,T,2008/01/27,14:53:16.000,SPS,57.707658,N,11.973270,E,32.809 m,3.912 km/h,348.930817,7(10),      3.56 m,
479,T,2008/01/27,14:53:21.000,SPS,57.707666,N,11.973349,E,35.294 m,3.142 km/h,348.930817,7(10),      5.44 m,
480,T,2008/01/27,14:53:26.000,SPS,57.707670,N,11.973404,E,36.033 m,0.290 km/h,348.930817,8(10),      3.34 m,
481,T,2008/01/27,14:53:31.000,SPS,57.707672,N,11.973404,E,36.243 m,0.751 km/h,348.930817,8(10),      0.31 m,
482,T,2008/01/27,14:53:36.000,SPS,57.707680,N,11.973401,E,36.258 m,0.575 km/h,348.930817,8(10),      0.85 m,
483,T,2008/01/27,14:53:41.000,SPS,57.707684,N,11.973396,E,36.276 m,0.942 km/h,348.930817,8(10),      0.55 m,
484,T,2008/01/27,14:53:46.000,SPS,57.707695,N,11.973377,E,36.169 m,1.862 km/h,348.930817,7(10),      1.64 m,
485,T,2008/01/27,14:53:51.000,SPS,57.707701,N,11.973373,E,36.054 m,0.019 km/h,348.930817,8(10),      0.76 m,
486,T,2008/01/27,14:53:56.000,SPS,57.707701,N,11.973373,E,36.035 m,2.235 km/h,348.930817,8(10),      0.02 m,
487,T,2008/01/27,14:54:01.000,SPS,57.707701,N,11.973360,E,36.036 m,4.208 km/h,348.930817,8(10),      0.73 m,
488,T,2008/01/27,14:54:06.000,SPS,57.707707,N,11.973363,E,36.143 m,0.233 km/h,348.930817,8(10),      0.73 m,
489,T,2008/01/27,14:54:11.000,SPS,57.707716,N,11.973354,E,36.185 m,2.048 km/h,348.930817,7(10),      1.10 m,
490,T,2008/01/27,14:54:16.000,SPS,57.707700,N,11.973299,E,35.454 m,2.305 km/h,348.930817,7(10),      3.80 m,
491,T,2008/01/27,14:54:21.000,SPS,57.707700,N,11.973267,E,34.876 m,1.690 km/h,348.930817,6(10),      2.03 m,
492,T,2008/01/27,14:54:26.000,SPS,57.707697,N,11.973274,E,34.765 m,0.173 km/h,348.930817,8(10),      0.59 m,
493,T,2008/01/27,14:54:31.000,SPS,57.707696,N,11.973274,E,34.832 m,0.088 km/h,348.930817,8(10),      0.08 m,
494,T,2008/01/27,14:54:36.000,SPS,57.707695,N,11.973275,E,34.959 m,0.099 km/h,348.930817,8(10),      0.21 m,
495,T,2008/01/27,14:54:41.000,SPS,57.707695,N,11.973275,E,35.037 m,0.003 km/h,348.930817,7(10),      0.09 m,
496,T,2008/01/27,14:54:46.000,SPS,57.707695,N,11.973275,E,35.045 m,0.011 km/h,348.930817,8(10),      0.02 m,
497,T,2008/01/27,14:54:51.000,SPS,57.707695,N,11.973276,E,35.079 m,0.004 km/h,348.930817,8(10),      0.04 m,
498,T,2008/01/27,14:54:56.000,SPS,57.707695,N,11.973277,E,35.115 m,0.006 km/h,348.930817,8(10),      0.07 m,
499,T,2008/01/27,14:55:01.000,SPS,57.707695,N,11.973278,E,35.142 m,0.005 km/h,348.930817,7(10),      0.06 m,
500,T,2008/01/27,14:55:06.000,SPS,57.707695,N,11.973278,E,35.152 m,0.010 km/h,348.930817,8(10),      0.02 m,
501,T,2008/01/27,14:55:11.000,SPS,57.707695,N,11.973278,E,35.177 m,0.122 km/h,348.930817,7(10),      0.03 m,
502,T,2008/01/27,14:55:16.000,SPS,57.707696,N,11.973279,E,35.209 m,0.019 km/h,348.930817,7(11),      0.09 m,
503,T,2008/01/27,14:55:21.000,SPS,57.707693,N,11.973293,E,35.344 m,1.119 km/h,348.930817,6(10),      0.93 m,
504,T,2008/01/27,14:55:26.000,SPS,57.707691,N,11.973298,E,35.398 m,0.006 km/h,348.930817,9(10),      0.34 m,
505,T,2008/01/27,14:55:31.000,SPS,57.707691,N,11.973298,E,35.406 m,0.002 km/h,348.930817,8(11),      0.01 m,
506,T,2008/01/27,14:55:36.000,SPS,57.707691,N,11.973299,E,35.387 m,0.024 km/h,348.930817,8(10),      0.07 m,
507,T,2008/01/27,14:55:41.000,SPS,57.707691,N,11.973300,E,35.374 m,0.007 km/h,348.930817,8(10),      0.06 m,
508,T,2008/01/27,14:55:46.000,SPS,57.707691,N,11.973300,E,35.371 m,0.007 km/h,348.930817,8(10),      0.02 m,
509,T,2008/01/27,14:55:51.000,SPS,57.707690,N,11.973301,E,35.345 m,0.011 km/h,348.930817,9(10),      0.15 m,
510,T,2008/01/27,14:55:56.000,SPS,57.707688,N,11.973304,E,35.337 m,0.329 km/h,348.930817,8(10),      0.23 m,
511,T,2008/01/27,14:56:01.000,SPS,57.707684,N,11.973310,E,35.324 m,0.509 km/h,348.930817,7(10),      0.60 m,
512,T,2008/01/27,14:56:06.000,SPS,57.707675,N,11.973319,E,35.344 m,0.811 km/h,348.930817,8(10),      1.09 m,
513,T,2008/01/27,14:56:11.000,SPS,57.707666,N,11.973328,E,35.372 m,0.788 km/h,348.930817,8(11),      1.15 m,
514,T,2008/01/27,14:56:16.000,SPS,57.707659,N,11.973335,E,35.406 m,0.852 km/h,348.930817,8(10),      0.87 m,
515,T,2008/01/27,14:56:21.000,SPS,57.707650,N,11.973344,E,35.414 m,0.386 km/h,348.930817,7(10),      1.11 m,
516,T,2008/01/27,14:56:26.000,SPS,57.707644,N,11.973349,E,35.431 m,3.547 km/h,348.930817,8(10),      0.79 m,
517,T,2008/01/27,14:56:31.000,SPS,57.707609,N,11.973116,E,36.105 m,14.878 km/h,266.844727,8(10),     14.44 m,
518,T,2008/01/27,14:56:36.000,SPS,57.707578,N,11.972758,E,37.404 m,16.099 km/h,259.185059,8(10),     21.66 m,
519,T,2008/01/27,14:56:41.000,SPS,57.707540,N,11.972427,E,39.308 m,15.975 km/h,252.127563,7(11),     20.29 m,
520,T,2008/01/27,14:56:46.000,SPS,57.707556,N,11.972102,E,39.680 m,13.810 km/h,251.846802,7(10),     19.43 m,
521,T,2008/01/27,14:56:51.000,SPS,57.707435,N,11.971864,E,38.027 m,14.611 km/h,209.976074,8(10),     19.63 m,
522,T,2008/01/27,14:56:56.000,SPS,57.707240,N,11.971689,E,39.717 m,16.520 km/h,204.307907,8(11),     24.20 m,
523,T,2008/01/27,14:57:01.000,SPS,57.707070,N,11.971440,E,42.344 m,19.996 km/h,244.933319,9(10),     24.19 m,
524,T,2008/01/27,14:57:06.000,SPS,57.706994,N,11.970922,E,47.921 m,19.498 km/h,259.753479,8(10),     32.52 m,
525,T,2008/01/27,14:57:11.000,SPS,57.706961,N,11.970468,E,53.100 m,17.442 km/h,252.850159,8(10),     27.82 m,
526,T,2008/01/27,14:57:16.000,SPS,57.706822,N,11.970166,E,59.028 m,17.971 km/h,252.758423,8(10),     24.51 m,
527,T,2008/01/27,14:57:21.000,SPS,57.706789,N,11.969804,E,64.524 m,11.284 km/h,242.889435,9(10),     22.58 m,
528,T,2008/01/27,14:57:26.000,SPS,57.706770,N,11.969482,E,70.054 m,9.351 km/h,256.679993,9(10),     20.05 m,
529,T,2008/01/27,14:57:31.000,SPS,57.706723,N,11.969258,E,73.381 m,3.424 km/h,252.173355,9(10),     14.76 m,
530,T,2008/01/27,14:57:36.000,SPS,57.706723,N,11.969213,E,74.317 m,0.331 km/h,252.173355,8(10),      2.80 m,
531,T,2008/01/27,14:57:41.000,SPS,57.706723,N,11.969205,E,74.995 m,0.622 km/h,252.173355,9(10),      0.83 m,
532,T,2008/01/27,14:57:46.000,SPS,57.706724,N,11.969197,E,75.341 m,0.463 km/h,252.173355,9(11),      0.62 m,
533,T,2008/01/27,14:57:51.000,SPS,57.706725,N,11.969196,E,75.514 m,0.175 km/h,252.173355,8(10),      0.24 m,
534,T,2008/01/27,14:57:56.000,SPS,57.706726,N,11.969194,E,75.591 m,0.211 km/h,252.173355,8(10),      0.18 m,
535,T,2008/01/27,14:58:01.000,SPS,57.706726,N,11.969189,E,75.640 m,0.549 km/h,252.173355,9(10),      0.32 m,
536,T,2008/01/27,14:58:06.000,SPS,57.706727,N,11.969191,E,75.699 m,0.860 km/h,252.173355,9(10),      0.17 m,
537,T,2008/01/27,14:58:11.000,SPS,57.706729,N,11.969203,E,75.753 m,0.391 km/h,252.173355,8(10),      0.77 m,
538,T,2008/01/27,14:58:16.000,SPS,57.706729,N,11.969201,E,75.710 m,1.665 km/h,252.173355,9(10),      0.14 m,
539,T,2008/01/27,14:58:21.000,SPS,57.706703,N,11.969113,E,76.153 m,6.843 km/h,254.655457,8(10),      6.02 m,
540,T,2008/01/27,14:58:26.000,SPS,57.706634,N,11.969038,E,76.254 m,4.150 km/h,254.655457,9(10),      8.91 m,
541,T,2008/01/27,14:58:31.000,SPS,57.706621,N,11.968910,E,76.716 m,2.349 km/h,254.655457,9(10),      7.79 m,
542,T,2008/01/27,14:58:36.000,SPS,57.706612,N,11.968854,E,75.835 m,0.496 km/h,254.655457,8(11),      3.61 m,
543,T,2008/01/27,14:58:41.000,SPS,57.706611,N,11.968846,E,76.116 m,0.393 km/h,254.655457,8(10),      0.56 m,
544,T,2008/01/27,14:58:46.000,SPS,57.706609,N,11.968839,E,76.290 m,1.470 km/h,254.655457,9(10),      0.47 m,
545,T,2008/01/27,14:58:51.000,SPS,57.706582,N,11.968766,E,75.970 m,6.616 km/h,254.655457,9(10),      5.27 m,
546,T,2008/01/27,14:58:56.000,SPS,57.706521,N,11.968529,E,77.610 m,10.487 km/h,235.926590,9(10),     15.78 m,
547,T,2008/01/27,14:59:01.000,SPS,57.706388,N,11.968258,E,71.656 m,14.912 km/h,270.661957,8(10),     22.76 m,
548,T,2008/01/27,14:59:06.000,SPS,57.706369,N,11.967760,E,71.099 m,21.889 km/h,250.093170,8(10),     29.76 m,
549,T,2008/01/27,14:59:11.000,SPS,57.706290,N,11.967199,E,70.997 m,23.623 km/h,252.321228,9(10),     34.57 m,
550,T,2008/01/27,14:59:16.000,SPS,57.706286,N,11.966613,E,69.959 m,24.498 km/h,257.005981,8(10),     34.98 m,
551,T,2008/01/27,14:59:21.000,SPS,57.706224,N,11.966022,E,68.321 m,24.791 km/h,257.831085,8(10),     35.94 m,
552,T,2008/01/27,14:59:26.000,SPS,57.706154,N,11.965410,E,66.697 m,26.431 km/h,254.512512,7(10),     37.35 m,
553,T,2008/01/27,14:59:31.000,SPS,57.706046,N,11.964803,E,66.793 m,26.691 km/h,254.280838,8(10),     38.14 m,
554,T,2008/01/27,14:59:36.000,SPS,57.705964,N,11.964192,E,64.471 m,24.476 km/h,252.652267,8(10),     37.61 m,
555,T,2008/01/27,14:59:41.000,SPS,57.705943,N,11.963618,E,75.615 m,18.723 km/h,250.405945,8(10),     36.07 m,
556,T,2008/01/27,14:59:46.000,SPS,57.705915,N,11.963257,E,87.301 m,15.208 km/h,243.778580,8(10),     24.69 m,
557,T,2008/01/27,14:59:51.000,SPS,57.705843,N,11.962970,E,89.645 m,15.962 km/h,220.766418,8(10),     19.05 m,
558,T,2008/01/27,14:59:56.000,SPS,57.705678,N,11.962896,E,89.482 m,10.259 km/h,160.027557,8(10),     18.94 m,
559,T,2008/01/27,15:00:01.000,SPS,57.705521,N,11.963069,E,92.977 m,11.064 km/h,157.697861,8(10),     20.57 m,
560,T,2008/01/27,15:00:06.000,SPS,57.705355,N,11.963202,E,92.839 m,10.321 km/h,156.207596,8(10),     20.13 m,
561,T,2008/01/27,15:00:11.000,SPS,57.705197,N,11.963282,E,93.679 m,5.478 km/h,153.436081,8(10),     18.29 m,
562,T,2008/01/27,15:00:16.000,SPS,57.705104,N,11.963321,E,93.570 m,3.800 km/h,152.649536,8(10),     10.51 m,
563,T,2008/01/27,15:00:21.000,SPS,57.705001,N,11.963386,E,94.495 m,4.835 km/h,152.642792,8(10),     12.18 m,
564,T,2008/01/27,15:00:26.000,SPS,57.704889,N,11.963494,E,94.902 m,7.083 km/h,152.777771,7(10),     14.09 m,
565,T,2008/01/27,15:00:31.000,SPS,57.704679,N,11.963667,E,91.328 m,9.725 km/h,165.346649,8(10),     25.82 m,
566,T,2008/01/27,15:00:36.000,SPS,57.704587,N,11.963857,E,88.451 m,3.263 km/h,161.263718,9(10),     15.49 m,
567,T,2008/01/27,15:00:41.000,SPS,57.704618,N,11.963851,E,91.142 m,1.026 km/h,161.263718,8(10),      4.35 m,
568,T,2008/01/27,15:00:46.000,SPS,57.704624,N,11.963855,E,92.173 m,0.533 km/h,161.263718,8(10),      1.24 m,
569,T,2008/01/27,15:00:51.000,SPS,57.704618,N,11.963851,E,92.461 m,0.204 km/h,161.263718,8(10),      0.78 m,
570,T,2008/01/27,15:00:56.000,SPS,57.704619,N,11.963853,E,92.557 m,0.080 km/h,161.263718,8(10),      0.20 m,
571,T,2008/01/27,15:01:01.000,SPS,57.704615,N,11.963851,E,92.568 m,0.660 km/h,161.263718,8(10),      0.46 m,
572,T,2008/01/27,15:01:06.000,SPS,57.704505,N,11.963850,E,92.271 m,18.015 km/h,164.544937,8(10),     12.24 m,
573,T,2008/01/27,15:01:11.000,SPS,57.704211,N,11.963895,E,94.230 m,20.213 km/h,171.067032,8(9),     32.95 m,
574,T,2008/01/27,15:01:16.000,SPS,57.703962,N,11.964081,E,94.349 m,18.572 km/h,156.786514,8(9),     29.89 m,
575,T,2008/01/27,15:01:21.000,SPS,57.703689,N,11.964229,E,95.783 m,18.810 km/h,164.016251,8(9),     31.63 m,
576,T,2008/01/27,15:01:26.000,SPS,57.703505,N,11.964306,E,96.110 m,5.936 km/h,153.969543,8(9),     21.05 m,
577,T,2008/01/27,15:01:31.000,SPS,57.703375,N,11.964368,E,98.264 m,7.716 km/h,171.187561,8(9),     15.09 m,
578,T,2008/01/27,15:01:36.000,SPS,57.703183,N,11.964365,E,101.903 m,11.962 km/h,199.763306,8(9),     21.66 m,
579,T,2008/01/27,15:01:41.000,SPS,57.703022,N,11.964247,E,100.908 m,9.796 km/h,249.578110,8(9),     19.26 m,
580,T,2008/01/27,15:01:46.000,SPS,57.702874,N,11.963993,E,98.441 m,6.107 km/h,224.093170,8(9),     22.49 m,
581,T,2008/01/27,15:01:51.000,SPS,57.702809,N,11.963962,E,99.396 m,1.728 km/h,224.093170,8(9),      7.54 m,
582,T,2008/01/27,15:01:56.000,SPS,57.702789,N,11.963976,E,101.544 m,1.196 km/h,224.093170,8(9),      3.20 m,
583,T,2008/01/27,15:02:01.000,SPS,57.702774,N,11.963986,E,103.098 m,1.895 km/h,224.093170,8(9),      2.37 m,
584,T,2008/01/27,15:02:06.000,SPS,57.702750,N,11.964037,E,104.490 m,2.379 km/h,224.093170,8(9),      4.32 m,
585,T,2008/01/27,15:02:11.000,SPS,57.702526,N,11.963994,E,104.127 m,6.106 km/h,224.093170,8(9),     25.07 m,
586,T,2008/01/27,15:02:16.000,SPS,57.702073,N,11.964102,E,96.356 m,17.463 km/h,235.937607,8(9),     51.40 m,
587,T,2008/01/27,15:02:21.000,SPS,57.701924,N,11.963716,E,97.140 m,17.053 km/h,224.755081,8(9),     28.44 m,
588,T,2008/01/27,15:02:26.000,SPS,57.701700,N,11.963590,E,104.117 m,22.174 km/h,173.331863,8(9),     26.96 m,
589,T,2008/01/27,15:02:31.000,SPS,57.701395,N,11.963712,E,106.811 m,22.215 km/h,164.963943,8(9),     34.85 m,
590,T,2008/01/27,15:02:36.000,SPS,57.701177,N,11.963957,E,106.015 m,29.594 km/h,155.442062,8(9),     28.29 m,
591,T,2008/01/27,15:02:41.000,SPS,57.700984,N,11.964153,E,97.538 m,31.130 km/h,163.367905,7(9),     25.94 m,
592,T,2008/01/27,15:02:46.000,SPS,57.700625,N,11.964369,E,82.295 m,23.681 km/h,163.726883,7(9),     44.66 m,
593,T,2008/01/27,15:02:51.000,SPS,57.700461,N,11.964561,E,78.952 m,11.403 km/h,149.311813,8(9),     21.80 m,
594,T,2008/01/27,15:02:56.000,SPS,57.700303,N,11.964644,E,77.491 m,10.581 km/h,163.787460,8(9),     18.34 m,
595,T,2008/01/27,15:03:01.000,SPS,57.700128,N,11.964669,E,76.259 m,15.689 km/h,187.778702,8(9),     19.61 m,
596,T,2008/01/27,15:03:06.000,SPS,57.699922,N,11.964396,E,73.744 m,15.722 km/h,232.966171,9(9),     28.23 m,
597,T,2008/01/27,15:03:11.000,SPS,57.699828,N,11.964055,E,74.385 m,15.052 km/h,252.393066,8(9),     22.91 m,
598,T,2008/01/27,15:03:16.000,SPS,57.699731,N,11.963685,E,74.801 m,14.217 km/h,252.462280,8(9),     24.56 m,
599,T,2008/01/27,15:03:21.000,SPS,57.699674,N,11.963393,E,75.367 m,9.761 km/h,269.982666,8(9),     18.54 m,
600,T,2008/01/27,15:03:26.000,SPS,57.699590,N,11.963112,E,72.100 m,7.401 km/h,293.740234,8(9),     19.46 m,
601,T,2008/01/27,15:03:31.000,SPS,57.699510,N,11.962975,E,66.800 m,2.609 km/h,296.089447,8(9),     13.21 m,
602,T,2008/01/27,15:03:36.000,SPS,57.699515,N,11.962946,E,64.158 m,0.495 km/h,296.089447,8(9),      3.18 m,
603,T,2008/01/27,15:03:41.000,SPS,57.699518,N,11.962946,E,64.079 m,1.075 km/h,296.089447,8(9),      0.41 m,
604,T,2008/01/27,15:03:46.000,SPS,57.699552,N,11.962808,E,63.929 m,6.936 km/h,284.483185,8(9),      9.00 m,
605,T,2008/01/27,15:03:51.000,SPS,57.699558,N,11.962625,E,65.154 m,4.395 km/h,285.790466,8(9),     11.05 m,
606,T,2008/01/27,15:03:56.000,SPS,57.699567,N,11.962460,E,64.654 m,1.630 km/h,285.790466,8(9),      9.87 m,
607,T,2008/01/27,15:04:01.000,SPS,57.699556,N,11.962442,E,64.875 m,0.401 km/h,285.790466,8(9),      1.59 m,
608,T,2008/01/27,15:04:06.000,SPS,57.699559,N,11.962441,E,64.961 m,0.891 km/h,285.790466,8(9),      0.26 m,
609,T,2008/01/27,15:04:11.000,SPS,57.699568,N,11.962444,E,65.154 m,0.329 km/h,285.790466,8(9),      1.04 m,
610,T,2008/01/27,15:04:16.000,SPS,57.699571,N,11.962444,E,65.226 m,0.369 km/h,285.790466,8(9),      0.37 m,
611,T,2008/01/27,15:04:21.000,SPS,57.699574,N,11.962362,E,65.065 m,7.180 km/h,285.790466,8(9),      4.93 m,
