No,Latitude,Longitude,Altitude,Heartrate,Date,Time
872,34.151921,-118.829032,273.2,99,2008/08/21,14:27:31
873,34.151973,-118.828987,273.2,97,2008/08/21,14:28:09
874,34.152136,-118.828873,273.2,100,2008/08/21,14:28:14
875,34.152402,-118.828687,273.2,105,2008/08/21,14:28:20
876,34.152740,-118.828442,272.7,110,2008/08/21,14:28:27
877,34.153233,-118.828085,273.2,114,2008/08/21,14:28:36
878,34.153699,-118.827750,274.1,115,2008/08/21,14:28:44
879,34.154135,-118.827443,275.1,116,2008/08/21,14:28:51
880,34.154644,-118.827077,276.0,119,2008/08/21,14:28:59
881,34.155052,-118.826791,278.9,122,2008/08/21,14:29:06
882,34.155514,-118.826449,281.3,127,2008/08/21,14:29:15
883,34.155863,-118.826208,284.2,129,2008/08/21,14:29:22
884,34.155903,-118.826180,284.2,130,2008/08/21,14:29:23
885,34.156117,-118.826017,284.7,130,2008/08/21,14:29:30
886,34.156234,-118.825933,285.6,127,2008/08/21,14:29:37
887,34.156262,-118.825910,285.2,124,2008/08/21,14:29:42
888,34.156259,-118.825914,285.6,119,2008/08/21,14:29:51
889,34.156292,-118.825886,285.6,114,2008/08/21,14:29:58
890,34.156411,-118.825791,286.1,114,2008/08/21,14:30:03
891,34.156629,-118.825639,287.1,115,2008/08/21,14:30:08
892,34.156987,-118.825388,288.5,119,2008/08/21,14:30:16
893,34.157458,-118.825063,289.5,122,2008/08/21,14:30:26
894,34.157900,-118.824752,289.5,123,2008/08/21,14:30:35
895,34.158087,-118.824616,290.0,121,2008/08/21,14:30:40
896,34.158211,-118.824527,289.5,116,2008/08/21,14:30:45
897,34.158291,-118.824465,289.5,112,2008/08/21,14:30:51
898,34.158385,-118.824399,289.0,110,2008/08/21,14:30:56
899,34.158612,-118.824230,288.5,110,2008/08/21,14:31:02
900,34.158978,-118.823957,287.6,109,2008/08/21,14:31:09
901,34.159434,-118.823622,286.6,104,2008/08/21,14:31:17
902,34.159839,-118.823320,286.1,99,2008/08/21,14:31:24
903,34.160165,-118.823089,286.6,98,2008/08/21,14:31:31
904,34.160395,-118.822932,286.1,98,2008/08/21,14:31:37
905,34.160554,-118.822833,286.1,97,2008/08/21,14:31:44
906,34.160609,-118.822802,286.1,97,2008/08/21,14:31:51
907,34.160657,-118.822785,286.6,101,2008/08/21,14:32:00
908,34.160713,-118.822756,286.1,102,2008/08/21,14:32:02
909,34.161002,-118.822641,286.6,108,2008/08/21,14:32:08
910,34.161293,-118.822549,287.1,116,2008/08/21,14:32:13
911,34.161805,-118.822450,288.5,119,2008/08/21,14:32:22
912,34.162342,-118.822425,289.0,120,2008/08/21,14:32:31
913,34.162831,-118.822473,290.9,122,2008/08/21,14:32:39
914,34.163273,-118.822555,291.4,124,2008/08/21,14:32:46
915,34.163859,-118.822676,293.3,127,2008/08/21,14:32:55
916,34.164639,-118.822811,294.8,125,2008/08/21,14:33:07
917,34.165194,-118.822788,295.3,124,2008/08/21,14:33:15
918,34.165775,-118.822624,295.3,123,2008/08/21,14:33:23
919,34.166515,-118.822325,296.2,123,2008/08/21,14:33:33
920,34.167083,-118.822106,296.2,120,2008/08/21,14:33:41
921,34.167528,-118.821935,296.2,117,2008/08/21,14:33:48
922,34.168040,-118.821666,298.6,114,2008/08/21,14:33:57
923,34.168096,-118.821634,298.6,114,2008/08/21,14:33:58
924,34.168304,-118.821512,300.1,115,2008/08/21,14:34:02
925,34.168578,-118.821328,300.5,115,2008/08/21,14:34:08
926,34.168945,-118.821072,302.0,119,2008/08/21,14:34:15
927,34.169252,-118.820855,303.9,124,2008/08/21,14:34:21
928,34.169442,-118.820725,305.8,128,2008/08/21,14:34:25
929,34.169625,-118.820592,306.8,128,2008/08/21,14:34:29
930,34.170055,-118.820332,308.2,129,2008/08/21,14:34:37
931,34.170541,-118.820155,308.7,135,2008/08/21,14:34:45
932,34.171086,-118.820038,309.2,138,2008/08/21,14:34:53
933,34.171596,-118.820041,310.2,138,2008/08/21,14:35:00
934,34.172178,-118.820146,310.6,135,2008/08/21,14:35:08
935,34.172727,-118.820243,309.7,132,2008/08/21,14:35:15
936,34.173434,-118.820355,307.8,128,2008/08/21,14:35:23
937,34.174100,-118.820448,306.8,125,2008/08/21,14:35:30
938,34.174817,-118.820448,309.2,123,2008/08/21,14:35:38
939,34.175263,-118.820412,310.6,123,2008/08/21,14:35:44
940,34.175651,-118.820352,313.5,124,2008/08/21,14:35:50
941,34.175713,-118.820342,313.5,124,2008/08/21,14:35:51
942,34.176208,-118.820275,315.0,124,2008/08/21,14:35:59
943,34.176771,-118.820223,315.4,127,2008/08/21,14:36:07
944,34.177148,-118.820193,316.4,129,2008/08/21,14:36:12
945,34.177681,-118.820228,316.9,132,2008/08/21,14:36:19
946,34.178214,-118.820325,316.4,132,2008/08/21,14:36:26
947,34.178725,-118.820502,314.5,131,2008/08/21,14:36:32
948,34.178817,-118.820545,314.0,131,2008/08/21,14:36:33
949,34.179554,-118.820874,314.0,129,2008/08/21,14:36:41
950,34.180250,-118.821208,316.4,128,2008/08/21,14:36:49
951,34.180332,-118.821247,316.9,128,2008/08/21,14:36:50
952,34.180616,-118.821380,318.8,129,2008/08/21,14:36:54
953,34.180988,-118.821564,319.8,129,2008/08/21,14:37:00
954,34.181486,-118.821777,321.7,132,2008/08/21,14:37:08
955,34.181996,-118.821947,323.6,135,2008/08/21,14:37:16
956,34.182503,-118.822066,327.0,137,2008/08/21,14:37:24
957,34.183026,-118.822147,329.4,140,2008/08/21,14:37:32
958,34.183473,-118.822176,330.8,141,2008/08/21,14:37:39
959,34.184017,-118.822173,331.8,142,2008/08/21,14:37:47
960,34.184503,-118.822138,331.8,142,2008/08/21,14:37:54
961,34.185061,-118.822042,332.8,142,2008/08/21,14:38:02
962,34.185715,-118.821910,333.2,140,2008/08/21,14:38:11
963,34.186221,-118.821806,333.2,138,2008/08/21,14:38:18
964,34.186883,-118.821672,334.2,134,2008/08/21,14:38:27
965,34.187609,-118.821565,335.2,132,2008/08/21,14:38:37
966,34.188057,-118.821584,335.2,128,2008/08/21,14:38:44
967,34.188316,-118.821628,335.2,123,2008/08/21,14:38:49
968,34.188400,-118.821649,335.6,120,2008/08/21,14:38:51
969,34.188535,-118.821686,336.6,113,2008/08/21,14:38:55
970,34.188623,-118.821720,337.1,113,2008/08/21,14:39:00
971,34.188752,-118.821772,337.1,114,2008/08/21,14:39:05
972,34.188998,-118.821883,338.5,119,2008/08/21,14:39:11
973,34.189281,-118.822043,340.0,123,2008/08/21,14:39:17
974,34.189503,-118.822204,341.9,128,2008/08/21,14:39:22
975,34.189809,-118.822448,344.3,134,2008/08/21,14:39:29
976,34.190181,-118.822756,346.2,138,2008/08/21,14:39:38
977,34.190509,-118.823039,348.6,142,2008/08/21,14:39:46
978,34.190811,-118.823271,351.5,145,2008/08/21,14:39:53
979,34.190854,-118.823301,352.0,146,2008/08/21,14:39:54
980,34.191241,-118.823534,354.4,148,2008/08/21,14:40:02
981,34.191642,-118.823704,356.3,150,2008/08/21,14:40:10
982,34.192069,-118.823794,359.2,151,2008/08/21,14:40:18
983,34.192608,-118.823820,359.2,152,2008/08/21,14:40:27
984,34.193003,-118.823751,360.6,152,2008/08/21,14:40:33
985,34.193519,-118.823572,362.6,152,2008/08/21,14:40:41
986,34.194125,-118.823264,364.0,151,2008/08/21,14:40:51
987,34.194727,-118.822952,367.4,150,2008/08/21,14:41:01
988,34.195237,-118.822760,368.3,150,2008/08/21,14:41:09
989,34.195739,-118.822676,368.3,150,2008/08/21,14:41:16
990,34.196328,-118.822696,369.3,149,2008/08/21,14:41:24
991,34.196615,-118.822745,368.8,148,2008/08/21,14:41:28
992,34.196788,-118.822609,368.8,147,2008/08/21,14:41:31
993,34.196820,-118.822525,369.3,147,2008/08/21,14:41:32
994,34.197067,-118.821996,371.2,145,2008/08/21,14:41:39
995,34.197302,-118.821649,372.6,143,2008/08/21,14:41:45
996,34.197388,-118.821550,373.1,143,2008/08/21,14:41:47
997,34.197777,-118.821179,375.1,142,2008/08/21,14:41:55
998,34.198212,-118.820810,374.6,141,2008/08/21,14:42:03
999,34.198678,-118.820366,375.1,140,2008/08/21,14:42:11
1000,34.198991,-118.819930,374.6,135,2008/08/21,14:42:17
1001,34.199227,-118.819451,375.5,133,2008/08/21,14:42:23
1002,34.199392,-118.818980,377.9,133,2008/08/21,14:42:29
1003,34.199416,-118.818905,378.4,133,2008/08/21,14:42:30
1004,34.199440,-118.818830,378.4,133,2008/08/21,14:42:31
1005,34.199524,-118.818223,381.8,137,2008/08/21,14:42:39
1006,34.199513,-118.817684,384.7,140,2008/08/21,14:42:46
1007,34.199498,-118.817188,387.1,143,2008/08/21,14:42:53
1008,34.199494,-118.817118,387.5,144,2008/08/21,14:42:54
1009,34.199475,-118.816895,389.0,145,2008/08/21,14:42:57
1010,34.199444,-118.816283,392.4,148,2008/08/21,14:43:05
1011,34.199427,-118.815815,392.8,151,2008/08/21,14:43:11
1012,34.199401,-118.815162,392.8,151,2008/08/21,14:43:19
1013,34.199383,-118.814496,391.9,151,2008/08/21,14:43:26
1014,34.199355,-118.813933,391.4,151,2008/08/21,14:43:31
1015,34.199273,-118.813331,391.4,152,2008/08/21,14:43:36
1016,34.199119,-118.812781,391.9,152,2008/08/21,14:43:41
1017,34.198850,-118.812185,392.4,154,2008/08/21,14:43:47
1018,34.198496,-118.811650,394.3,155,2008/08/21,14:43:53
1019,34.198077,-118.811217,395.7,157,2008/08/21,14:43:59
1020,34.197457,-118.810651,398.1,158,2008/08/21,14:44:08
1021,34.197183,-118.810383,399.6,159,2008/08/21,14:44:12
1022,34.196784,-118.809867,401.5,159,2008/08/21,14:44:19
1023,34.196469,-118.809295,402.4,159,2008/08/21,14:44:26
1024,34.196304,-118.808869,404.4,159,2008/08/21,14:44:31
1025,34.196244,-118.808686,404.9,159,2008/08/21,14:44:33
1026,34.196158,-118.808234,407.7,160,2008/08/21,14:44:38
1027,34.196131,-118.807975,409.7,161,2008/08/21,14:44:41
1028,34.196121,-118.807812,410.6,161,2008/08/21,14:44:43
1029,34.196104,-118.807573,412.1,163,2008/08/21,14:44:46
1030,34.196074,-118.807090,412.5,164,2008/08/21,14:44:52
1031,34.196017,-118.806453,414.0,165,2008/08/21,14:44:59
1032,34.195944,-118.805742,414.0,164,2008/08/21,14:45:06
1033,34.195871,-118.804971,413.0,163,2008/08/21,14:45:13
1034,34.195809,-118.804618,411.6,162,2008/08/21,14:45:16
1035,34.195664,-118.804121,410.6,162,2008/08/21,14:45:20
1036,34.195566,-118.803869,409.7,161,2008/08/21,14:45:22
1037,34.195309,-118.803369,407.7,159,2008/08/21,14:45:26
1038,34.194875,-118.802779,403.4,157,2008/08/21,14:45:31
1039,34.194779,-118.802671,403.4,157,2008/08/21,14:45:32
1040,34.194277,-118.802145,401.5,154,2008/08/21,14:45:37
1041,34.193597,-118.801380,400.0,150,2008/08/21,14:45:44
1042,34.193117,-118.800651,398.6,147,2008/08/21,14:45:50
1043,34.192699,-118.799825,396.2,144,2008/08/21,14:45:56
1044,34.192214,-118.798846,394.3,141,2008/08/21,14:46:03
1045,34.191702,-118.797787,392.8,137,2008/08/21,14:46:11
1046,34.191521,-118.797237,391.9,137,2008/08/21,14:46:15
1047,34.191396,-118.796488,392.4,138,2008/08/21,14:46:20
1048,34.191381,-118.796176,390.4,138,2008/08/21,14:46:22
1049,34.191345,-118.795033,388.0,139,2008/08/21,14:46:29
1050,34.191338,-118.794862,388.0,140,2008/08/21,14:46:30
1051,34.191312,-118.794170,385.6,141,2008/08/21,14:46:34
1052,34.191210,-118.793487,387.5,143,2008/08/21,14:46:38
1053,34.191011,-118.792852,386.6,146,2008/08/21,14:46:42
1054,34.190657,-118.792139,386.1,148,2008/08/21,14:46:47
1055,34.190378,-118.791758,381.8,150,2008/08/21,14:46:50
1056,34.189949,-118.791329,379.4,149,2008/08/21,14:46:54
1057,34.189338,-118.790926,375.1,147,2008/08/21,14:46:59
1058,34.189058,-118.790807,368.3,146,2008/08/21,14:47:01
1059,34.188768,-118.790707,364.5,146,2008/08/21,14:47:03
1060,34.188184,-118.790494,360.6,146,2008/08/21,14:47:07
1061,34.188033,-118.790438,361.1,146,2008/08/21,14:47:08
1062,34.187576,-118.790213,355.3,146,2008/08/21,14:47:11
1063,34.187430,-118.790117,357.3,146,2008/08/21,14:47:12
1064,34.187288,-118.790011,353.4,146,2008/08/21,14:47:13
1065,34.186889,-118.789654,350.5,145,2008/08/21,14:47:16
1066,34.186449,-118.789099,351.0,143,2008/08/21,14:47:20
1067,34.186099,-118.788490,349.1,143,2008/08/21,14:47:24
1068,34.185770,-118.787915,351.0,143,2008/08/21,14:47:28
1069,34.185419,-118.787245,352.0,144,2008/08/21,14:47:33
1070,34.185208,-118.786738,350.5,142,2008/08/21,14:47:37
1071,34.185065,-118.786322,351.5,139,2008/08/21,14:47:41
1072,34.184993,-118.786134,352.5,136,2008/08/21,14:47:44
1073,34.184962,-118.786053,352.0,133,2008/08/21,14:47:48
1074,34.184952,-118.786057,352.5,128,2008/08/21,14:47:55
1075,34.184957,-118.786069,352.5,123,2008/08/21,14:48:04
1076,34.184956,-118.786074,352.5,118,2008/08/21,14:48:11
1077,34.184934,-118.786006,352.0,114,2008/08/21,14:48:21
1078,34.184870,-118.785829,351.0,116,2008/08/21,14:48:25
1079,34.184733,-118.785437,351.0,120,2008/08/21,14:48:31
1080,34.184557,-118.784954,350.1,120,2008/08/21,14:48:37
1081,34.184340,-118.784340,351.5,123,2008/08/21,14:48:44
1082,34.184091,-118.783786,352.5,123,2008/08/21,14:48:51
1083,34.183778,-118.783302,352.0,125,2008/08/21,14:48:57
1084,34.183377,-118.782861,350.5,127,2008/08/21,14:49:03
1085,34.182942,-118.782528,349.1,127,2008/08/21,14:49:08
1086,34.182742,-118.782414,348.1,127,2008/08/21,14:49:10
1087,34.182210,-118.782170,344.3,126,2008/08/21,14:49:15
1088,34.182099,-118.782122,344.3,126,2008/08/21,14:49:16
1089,34.181503,-118.781861,340.4,123,2008/08/21,14:49:21
1090,34.181257,-118.781747,338.5,122,2008/08/21,14:49:23
1091,34.180644,-118.781376,335.6,117,2008/08/21,14:49:28
1092,34.180201,-118.780979,334.2,116,2008/08/21,14:49:32
1093,34.179726,-118.780397,333.2,114,2008/08/21,14:49:37
1094,34.179419,-118.779880,334.2,115,2008/08/21,14:49:41
1095,34.179141,-118.779236,335.2,118,2008/08/21,14:49:46
1096,34.178965,-118.778631,337.1,118,2008/08/21,14:49:51
1097,34.178870,-118.778061,338.0,116,2008/08/21,14:49:56
1098,34.178834,-118.777382,339.5,117,2008/08/21,14:50:02
1099,34.178887,-118.776612,340.9,119,2008/08/21,14:50:09
1100,34.179030,-118.775907,341.9,122,2008/08/21,14:50:16
1101,34.179257,-118.775257,342.8,124,2008/08/21,14:50:23
1102,34.179526,-118.774619,342.8,125,2008/08/21,14:50:30
1103,34.179857,-118.773840,339.5,124,2008/08/21,14:50:38
1104,34.179905,-118.773735,339.5,124,2008/08/21,14:50:39
1105,34.180152,-118.773163,335.6,122,2008/08/21,14:50:44
1106,34.180257,-118.772915,333.7,121,2008/08/21,14:50:46
1107,34.180421,-118.772532,331.3,118,2008/08/21,14:50:49
1108,34.180594,-118.772126,327.5,116,2008/08/21,14:50:52
1109,34.180840,-118.771571,325.1,115,2008/08/21,14:50:56
1110,34.180954,-118.771295,321.2,114,2008/08/21,14:50:58
1111,34.181134,-118.770696,318.3,112,2008/08/21,14:51:02
1112,34.181165,-118.770536,318.8,112,2008/08/21,14:51:03
1113,34.181239,-118.769750,316.4,111,2008/08/21,14:51:08
1114,34.181233,-118.769487,315.9,111,2008/08/21,14:51:10
1115,34.181125,-118.769215,315.4,112,2008/08/21,14:51:13
1116,34.180971,-118.769180,314.5,112,2008/08/21,14:51:15
1117,34.180597,-118.769169,312.6,113,2008/08/21,14:51:19
1118,34.179980,-118.769146,309.7,117,2008/08/21,14:51:25
1119,34.179457,-118.769050,308.2,115,2008/08/21,14:51:30
1120,34.178774,-118.768895,307.3,112,2008/08/21,14:51:37
1121,34.178676,-118.768867,307.8,111,2008/08/21,14:51:38
1122,34.178321,-118.768651,307.3,111,2008/08/21,14:51:42
1123,34.177540,-118.767860,304.9,110,2008/08/21,14:51:52
1124,34.177211,-118.767337,301.5,111,2008/08/21,14:51:57
1125,34.177070,-118.767131,300.1,112,2008/08/21,14:51:59
1126,34.176991,-118.767036,299.1,112,2008/08/21,14:52:00
1127,34.176508,-118.766672,298.1,114,2008/08/21,14:52:05
1128,34.176202,-118.766266,298.6,119,2008/08/21,14:52:09
1129,34.176152,-118.766144,298.6,119,2008/08/21,14:52:10
1130,34.176050,-118.765902,300.1,121,2008/08/21,14:52:12
1131,34.175739,-118.765527,300.1,127,2008/08/21,14:52:16
1132,34.174937,-118.765070,298.1,131,2008/08/21,14:52:24
1133,34.174633,-118.764929,297.2,133,2008/08/21,14:52:27
1134,34.174387,-118.764701,299.1,133,2008/08/21,14:52:30
1135,34.174279,-118.764506,299.1,134,2008/08/21,14:52:32
1136,34.174198,-118.764309,298.6,134,2008/08/21,14:52:34
1137,34.174019,-118.764138,297.7,132,2008/08/21,14:52:37
1138,34.173934,-118.764132,297.7,132,2008/08/21,14:52:38
1139,34.173340,-118.764164,295.7,129,2008/08/21,14:52:44
1140,34.172500,-118.764188,294.8,125,2008/08/21,14:52:52
1141,34.172027,-118.764051,293.8,121,2008/08/21,14:52:57
1142,34.171630,-118.764033,293.3,121,2008/08/21,14:53:01
1143,34.171445,-118.764103,293.3,121,2008/08/21,14:53:03
1144,34.171201,-118.764205,292.9,118,2008/08/21,14:53:06
1145,34.170986,-118.764227,293.3,116,2008/08/21,14:53:10
1146,34.170905,-118.764101,292.4,116,2008/08/21,14:53:13
1147,34.170897,-118.764035,292.9,117,2008/08/21,14:53:14
1148,34.170876,-118.763651,292.9,118,2008/08/21,14:53:19
1149,34.170868,-118.762927,292.9,119,2008/08/21,14:53:27
1150,34.170868,-118.762096,291.4,118,2008/08/21,14:53:36
1151,34.170866,-118.761322,290.9,113,2008/08/21,14:53:44
1152,34.170866,-118.760692,292.4,112,2008/08/21,14:53:51
1153,34.170865,-118.759963,292.4,112,2008/08/21,14:53:59
1154,34.170862,-118.759685,294.8,114,2008/08/21,14:54:02
1155,34.170862,-118.759514,295.7,115,2008/08/21,14:54:04
1156,34.170861,-118.758931,298.1,119,2008/08/21,14:54:11
1157,34.170861,-118.758786,298.6,121,2008/08/21,14:54:13
1158,34.170769,-118.758624,297.7,124,2008/08/21,14:54:16
1159,34.170701,-118.758616,297.2,123,2008/08/21,14:54:17
1160,34.170175,-118.758649,295.3,127,2008/08/21,14:54:23
1161,34.169877,-118.758666,293.8,127,2008/08/21,14:54:26
1162,34.168855,-118.758720,291.4,126,2008/08/21,14:54:36
1163,34.168652,-118.758719,290.5,125,2008/08/21,14:54:38
1164,34.167930,-118.758642,289.0,122,2008/08/21,14:54:45
1165,34.167433,-118.758535,289.0,117,2008/08/21,14:54:50
1166,34.166838,-118.758404,288.1,112,2008/08/21,14:54:56
1167,34.166440,-118.758310,286.6,106,2008/08/21,14:55:00
1168,34.166144,-118.758244,285.6,102,2008/08/21,14:55:03
1169,34.165288,-118.758055,284.7,102,2008/08/21,14:55:12
1170,34.164533,-118.757888,284.2,104,2008/08/21,14:55:20
1171,34.163839,-118.757728,281.3,104,2008/08/21,14:55:27
1172,34.162864,-118.757517,278.4,102,2008/08/21,14:55:36
1173,34.162290,-118.757384,276.0,100,2008/08/21,14:55:41
1174,34.161398,-118.757184,275.6,96,2008/08/21,14:55:49
1175,34.160609,-118.756999,275.6,96,2008/08/21,14:55:57
1176,34.160107,-118.756886,275.6,96,2008/08/21,14:56:03
1177,34.159758,-118.756805,275.6,95,2008/08/21,14:56:09
1178,34.159655,-118.756782,275.6,95,2008/08/21,14:56:13
1179,34.159515,-118.756747,275.1,97,2008/08/21,14:56:18
1180,34.159472,-118.756739,275.6,97,2008/08/21,14:56:19
1181,34.159096,-118.756650,274.1,104,2008/08/21,14:56:26
1182,34.158725,-118.756569,272.7,106,2008/08/21,14:56:31
1183,34.158247,-118.756462,272.7,111,2008/08/21,14:56:37
1184,34.157920,-118.756388,273.2,116,2008/08/21,14:56:41
1185,34.157230,-118.756251,270.3,118,2008/08/21,14:56:49
1186,34.156694,-118.756232,269.8,116,2008/08/21,14:56:55
1187,34.156168,-118.756301,269.8,110,2008/08/21,14:57:01
1188,34.155835,-118.756389,268.3,104,2008/08/21,14:57:05
1189,34.155542,-118.756495,268.3,99,2008/08/21,14:57:09
1190,34.155434,-118.756545,268.8,98,2008/08/21,14:57:11
1191,34.155343,-118.756619,268.3,97,2008/08/21,14:57:14
1192,34.155221,-118.756655,267.9,98,2008/08/21,14:57:18
1193,34.154930,-118.756788,267.9,102,2008/08/21,14:57:24
1194,34.154856,-118.756828,267.9,105,2008/08/21,14:57:26
1195,34.154863,-118.756932,267.4,105,2008/08/21,14:57:31
1196,34.154942,-118.756996,267.4,105,2008/08/21,14:57:35
1197,34.155041,-118.756961,267.4,105,2008/08/21,14:57:38
1198,34.155346,-118.756837,268.3,104,2008/08/21,14:57:46
1199,34.155483,-118.756821,268.8,102,2008/08/21,14:57:51
1200,34.155552,-118.756877,268.8,103,2008/08/21,14:57:55
1201,34.155593,-118.757066,268.3,102,2008/08/21,14:58:02
1202,34.155590,-118.757063,268.8,101,2008/08/21,14:58:06
